table_name,column_name,data_type,is_nullable
census_2020_edu_state_margins,"Female: 18 to 24 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_state_margins,Female: 18 to 24 years: Associate's degree,BIGINT,YES
census_2020_edu_state_margins,Female: 18 to 24 years: Bachelor's degree,BIGINT,YES
census_2020_edu_state_margins,Female: 18 to 24 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_state_margins,Female: 18 to 24 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_state_margins,Female: 18 to 24 years: Less than 9th grade,BIGINT,YES
census_2020_edu_state_margins,"Female: 18 to 24 years: Some college, no degree",BIGINT,YES
census_2020_edu_state_margins,Female: 25 to 34 years,BIGINT,YES
census_2020_edu_state_margins,"Female: 25 to 34 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_state_margins,Female: 25 to 34 years: Associate's degree,BIGINT,YES
census_2020_edu_state_margins,Female: 25 to 34 years: Bachelor's degree,BIGINT,YES
census_2020_edu_state_margins,Female: 25 to 34 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_state_margins,Female: 25 to 34 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_state_margins,Female: 25 to 34 years: Less than 9th grade,BIGINT,YES
census_2020_edu_state_margins,"Female: 25 to 34 years: Some college, no degree",BIGINT,YES
census_2020_edu_state_margins,Female: 35 to 44 years,BIGINT,YES
census_2020_edu_state_margins,"Female: 35 to 44 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_state_margins,Female: 35 to 44 years: Associate's degree,BIGINT,YES
census_2020_edu_state_margins,Female: 35 to 44 years: Bachelor's degree,BIGINT,YES
census_2020_edu_state_margins,Female: 35 to 44 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_state_margins,Female: 35 to 44 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_state_margins,Female: 35 to 44 years: Less than 9th grade,BIGINT,YES
census_2020_edu_state_margins,"Female: 35 to 44 years: Some college, no degree",BIGINT,YES
census_2020_edu_state_margins,Female: 45 to 64 years,BIGINT,YES
census_2020_edu_state_margins,"Female: 45 to 64 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_state_margins,Female: 45 to 64 years: Associate's degree,BIGINT,YES
census_2020_edu_state_margins,Female: 45 to 64 years: Bachelor's degree,BIGINT,YES
census_2020_edu_state_margins,Female: 45 to 64 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_state_margins,Female: 45 to 64 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_state_margins,Female: 45 to 64 years: Less than 9th grade,BIGINT,YES
census_2020_edu_state_margins,"Female: 45 to 64 years: Some college, no degree",BIGINT,YES
census_2020_edu_state_margins,Female: 65 years and over,DOUBLE,YES
census_2020_edu_state_margins,"Female: 65 years and over: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_state_margins,Female: 65 years and over: Associate's degree,BIGINT,YES
census_2020_edu_state_margins,Female: 65 years and over: Bachelor's degree,BIGINT,YES
census_2020_edu_state_margins,Female: 65 years and over: Graduate or professional degree,BIGINT,YES
census_2020_edu_state_margins,Female: 65 years and over: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_state_margins,Female: 65 years and over: Less than 9th grade,BIGINT,YES
census_2020_edu_state_margins,"Female: 65 years and over: Some college, no degree",BIGINT,YES
census_2020_edu_state_margins,GIS Join Match Code,VARCHAR,YES
census_2020_edu_state_margins,Male,DOUBLE,YES
census_2020_edu_state_margins,Male: 18 to 24 years,BIGINT,YES
census_2020_edu_state_margins,"Male: 18 to 24 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_state_margins,Male: 18 to 24 years: Associate's degree,BIGINT,YES
census_2020_edu_state_margins,Male: 18 to 24 years: Bachelor's degree,BIGINT,YES
census_2020_edu_state_margins,Male: 18 to 24 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_state_margins,Male: 18 to 24 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_state_margins,Male: 18 to 24 years: Less than 9th grade,BIGINT,YES
census_2020_edu_state_margins,"Male: 18 to 24 years: Some college, no degree",BIGINT,YES
census_2020_edu_state_margins,Male: 25 to 34 years,BIGINT,YES
census_2020_edu_state_margins,"Male: 25 to 34 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_state_margins,Male: 25 to 34 years: Associate's degree,BIGINT,YES
census_2020_edu_state_margins,Male: 25 to 34 years: Bachelor's degree,BIGINT,YES
census_2020_edu_state_margins,Male: 25 to 34 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_state_margins,Male: 25 to 34 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_state_margins,Male: 25 to 34 years: Less than 9th grade,BIGINT,YES
census_2020_edu_state_margins,"Male: 25 to 34 years: Some college, no degree",BIGINT,YES
census_2020_edu_state_margins,Male: 35 to 44 years,BIGINT,YES
census_2020_edu_state_margins,"Male: 35 to 44 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_state_margins,Male: 35 to 44 years: Associate's degree,BIGINT,YES
census_2020_edu_state_margins,Male: 35 to 44 years: Bachelor's degree,BIGINT,YES
census_2020_edu_state_margins,Male: 35 to 44 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_state_margins,Male: 35 to 44 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_state_margins,Male: 35 to 44 years: Less than 9th grade,BIGINT,YES
census_2020_edu_state_margins,"Male: 35 to 44 years: Some college, no degree",BIGINT,YES
census_2020_edu_state_margins,Male: 45 to 64 years,BIGINT,YES
census_2020_edu_state_margins,"Male: 45 to 64 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_state_margins,Male: 45 to 64 years: Associate's degree,BIGINT,YES
census_2020_edu_state_margins,Male: 45 to 64 years: Bachelor's degree,BIGINT,YES
census_2020_edu_state_margins,Male: 45 to 64 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_state_margins,Male: 45 to 64 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_state_margins,Male: 45 to 64 years: Less than 9th grade,BIGINT,YES
census_2020_edu_state_margins,"Male: 45 to 64 years: Some college, no degree",BIGINT,YES
census_2020_edu_state_margins,Male: 65 years and over,DOUBLE,YES
census_2020_edu_state_margins,"Male: 65 years and over: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_state_margins,Male: 65 years and over: Associate's degree,BIGINT,YES
census_2020_edu_state_margins,Male: 65 years and over: Bachelor's degree,BIGINT,YES
census_2020_edu_state_margins,Male: 65 years and over: Graduate or professional degree,BIGINT,YES
census_2020_edu_state_margins,Male: 65 years and over: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_state_margins,Male: 65 years and over: Less than 9th grade,BIGINT,YES
census_2020_edu_state_margins,"Male: 65 years and over: Some college, no degree",BIGINT,YES
census_2020_edu_state_margins,Metropolitan Division Code,DOUBLE,YES
census_2020_edu_state_margins,Metropolitan Statistical Area/Micropolitan Statistical Area Code,DOUBLE,YES
census_2020_edu_state_margins,New England City and Town Area Code,DOUBLE,YES
census_2020_edu_state_margins,New England City and Town Area Division Code,DOUBLE,YES
census_2020_edu_state_margins,Not enrolled in school,BIGINT,YES
census_2020_edu_state_margins,Place Code,DOUBLE,YES
census_2020_edu_state_margins,Principal City Indicator,DOUBLE,YES
census_2020_edu_state_margins,Public Use Microdata Area Code,DOUBLE,YES
census_2020_edu_state_margins,Region Code,DOUBLE,YES
census_2020_edu_state_margins,School District (Elementary)/Remainder Code,DOUBLE,YES
census_2020_edu_state_margins,School District (Secondary)/Remainder Code,DOUBLE,YES
census_2020_edu_state_margins,School District (Unified)/Remainder Code,DOUBLE,YES
census_2020_edu_state_margins,State Code,BIGINT,YES
census_2020_edu_state_margins,State Legislative District (Lower Chamber) Code,DOUBLE,YES
census_2020_edu_state_margins,State Legislative District (Upper Chamber) Code,DOUBLE,YES
census_2020_edu_state_margins,State Name,VARCHAR,YES
census_2020_edu_state_margins,State Postal Abbreviation,VARCHAR,YES
census_2020_edu_state_margins,Subminor Civil Division Code,DOUBLE,YES
census_2020_edu_state_margins,Total,BIGINT,YES
census_2020_edu_state_margins,Total.1,DOUBLE,YES
census_2020_edu_state_margins,Tribal Census Tract Code,DOUBLE,YES
census_2020_edu_state_margins,Tribal Subdivision/Remainder Code,DOUBLE,YES
census_2020_edu_state_margins,Urban Area Code,DOUBLE,YES
census_2020_edu_tract,5-Digit ZIP Code Tabulation Area Code,DOUBLE,YES
census_2020_edu_tract,Alaska Native Regional Corporation Code,DOUBLE,YES
census_2020_edu_tract,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,DOUBLE,YES
census_2020_edu_tract,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,DOUBLE,YES
census_2020_edu_tract,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,DOUBLE,YES
census_2020_edu_tract,American Indian Trust Land/ Hawaiian Home Land Indicator,DOUBLE,YES
census_2020_edu_tract,Area Name,VARCHAR,YES
census_2020_edu_tract,Census Geographic Identifier,VARCHAR,YES
census_2020_edu_tract,Census Tract Code,BIGINT,YES
census_2020_edu_tract,Combined New England City and Town Area Code,DOUBLE,YES
census_2020_edu_tract,Combined Statistical Area Code,DOUBLE,YES
census_2020_edu_tract,"Congressional District (2019-2021, 116th Congress) Code",DOUBLE,YES
census_2020_edu_tract,Consolidated City Code,DOUBLE,YES
census_2020_edu_tract,County Code,BIGINT,YES
census_2020_edu_tract,County Name,VARCHAR,YES
census_2020_edu_tract,County Subdivision Code,DOUBLE,YES
census_2020_edu_tract,Data File Year,VARCHAR,YES
census_2020_edu_tract,Division Code,DOUBLE,YES
census_2020_edu_tract,Enrolled in school,BIGINT,YES
census_2020_edu_tract,"Enrolled in school: Enrolled in college, undergraduate years",BIGINT,YES
census_2020_edu_tract,Enrolled in school: Enrolled in grade 1 to grade 4,BIGINT,YES
census_2020_edu_tract,Enrolled in school: Enrolled in grade 5 to grade 8,BIGINT,YES
census_2020_edu_tract,Enrolled in school: Enrolled in grade 9 to grade 12,BIGINT,YES
census_2020_edu_tract,Enrolled in school: Enrolled in kindergarten,BIGINT,YES
census_2020_edu_tract,"Enrolled in school: Enrolled in nursery school, preschool",BIGINT,YES
census_2020_edu_tract,Enrolled in school: Graduate or professional school,BIGINT,YES
census_2020_edu_tract,Female,BIGINT,YES
census_2020_edu_tract,Female: 18 to 24 years,BIGINT,YES
census_2020_edu_tract,"Female: 18 to 24 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_tract,Female: 18 to 24 years: Associate's degree,BIGINT,YES
census_2020_edu_tract,Female: 18 to 24 years: Bachelor's degree,BIGINT,YES
census_2020_edu_tract,Female: 18 to 24 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_tract,Female: 18 to 24 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_tract,Female: 18 to 24 years: Less than 9th grade,BIGINT,YES
census_2020_edu_tract,"Female: 18 to 24 years: Some college, no degree",BIGINT,YES
census_2020_edu_tract,Female: 25 to 34 years,BIGINT,YES
census_2020_edu_tract,"Female: 25 to 34 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_tract,Female: 25 to 34 years: Associate's degree,BIGINT,YES
census_2020_edu_tract,Female: 25 to 34 years: Bachelor's degree,BIGINT,YES
census_2020_edu_tract,Female: 25 to 34 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_tract,Female: 25 to 34 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_tract,Female: 25 to 34 years: Less than 9th grade,BIGINT,YES
census_2020_edu_tract,"Female: 25 to 34 years: Some college, no degree",BIGINT,YES
census_2020_edu_tract,Female: 35 to 44 years,BIGINT,YES
census_2020_edu_tract,"Female: 35 to 44 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_tract,Female: 35 to 44 years: Associate's degree,BIGINT,YES
census_2020_edu_tract,Female: 35 to 44 years: Bachelor's degree,BIGINT,YES
census_2020_edu_tract,Female: 35 to 44 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_tract,Female: 35 to 44 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_tract,Female: 35 to 44 years: Less than 9th grade,BIGINT,YES
census_2020_edu_tract,"Female: 35 to 44 years: Some college, no degree",BIGINT,YES
census_2020_edu_tract,Female: 45 to 64 years,BIGINT,YES
census_2020_edu_tract,"Female: 45 to 64 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_tract,Female: 45 to 64 years: Associate's degree,BIGINT,YES
census_2020_edu_tract,Female: 45 to 64 years: Bachelor's degree,BIGINT,YES
census_2020_edu_tract,Female: 45 to 64 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_tract,Female: 45 to 64 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_tract,Female: 45 to 64 years: Less than 9th grade,BIGINT,YES
census_2020_edu_tract,"Female: 45 to 64 years: Some college, no degree",BIGINT,YES
census_2020_edu_tract,Female: 65 years and over,BIGINT,YES
census_2020_edu_tract,"Female: 65 years and over: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_tract,Female: 65 years and over: Associate's degree,BIGINT,YES
census_2020_edu_tract,Female: 65 years and over: Bachelor's degree,BIGINT,YES
census_2020_edu_tract,Female: 65 years and over: Graduate or professional degree,BIGINT,YES
census_2020_edu_tract,Female: 65 years and over: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_tract,Female: 65 years and over: Less than 9th grade,BIGINT,YES
census_2020_edu_tract,"Female: 65 years and over: Some college, no degree",BIGINT,YES
census_2020_edu_tract,GIS Join Match Code,VARCHAR,YES
census_2020_edu_tract,Male,BIGINT,YES
census_2020_edu_tract,Male: 18 to 24 years,BIGINT,YES
census_2020_edu_tract,"Male: 18 to 24 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_tract,Male: 18 to 24 years: Associate's degree,BIGINT,YES
census_2020_edu_tract,Male: 18 to 24 years: Bachelor's degree,BIGINT,YES
census_2020_edu_tract,Male: 18 to 24 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_tract,Male: 18 to 24 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_tract,Male: 18 to 24 years: Less than 9th grade,BIGINT,YES
census_2020_edu_tract,"Male: 18 to 24 years: Some college, no degree",BIGINT,YES
census_2020_edu_tract,Male: 25 to 34 years,BIGINT,YES
census_2020_edu_tract,"Male: 25 to 34 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_tract,Male: 25 to 34 years: Associate's degree,BIGINT,YES
census_2020_edu_tract,Male: 25 to 34 years: Bachelor's degree,BIGINT,YES
census_2020_edu_tract,Male: 25 to 34 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_tract,Male: 25 to 34 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_tract,Male: 25 to 34 years: Less than 9th grade,BIGINT,YES
census_2020_edu_tract,"Male: 25 to 34 years: Some college, no degree",BIGINT,YES
census_2020_edu_tract,Male: 35 to 44 years,BIGINT,YES
census_2020_edu_tract,"Male: 35 to 44 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_tract,Male: 35 to 44 years: Associate's degree,BIGINT,YES
census_2020_edu_tract,Male: 35 to 44 years: Bachelor's degree,BIGINT,YES
census_2020_edu_tract,Male: 35 to 44 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_tract,Male: 35 to 44 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_tract,Male: 35 to 44 years: Less than 9th grade,BIGINT,YES
census_2020_edu_tract,"Male: 35 to 44 years: Some college, no degree",BIGINT,YES
census_2020_edu_tract,Male: 45 to 64 years,BIGINT,YES
census_2020_edu_tract,"Male: 45 to 64 years: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_tract,Male: 45 to 64 years: Associate's degree,BIGINT,YES
census_2020_edu_tract,Male: 45 to 64 years: Bachelor's degree,BIGINT,YES
census_2020_edu_tract,Male: 45 to 64 years: Graduate or professional degree,BIGINT,YES
census_2020_edu_tract,Male: 45 to 64 years: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_tract,Male: 45 to 64 years: Less than 9th grade,BIGINT,YES
census_2020_edu_tract,"Male: 45 to 64 years: Some college, no degree",BIGINT,YES
census_2020_edu_tract,Male: 65 years and over,BIGINT,YES
census_2020_edu_tract,"Male: 65 years and over: 9th to 12th grade, no diploma",BIGINT,YES
census_2020_edu_tract,Male: 65 years and over: Associate's degree,BIGINT,YES
census_2020_edu_tract,Male: 65 years and over: Bachelor's degree,BIGINT,YES
census_2020_edu_tract,Male: 65 years and over: Graduate or professional degree,BIGINT,YES
census_2020_edu_tract,Male: 65 years and over: High school graduate (includes equivalency),BIGINT,YES
census_2020_edu_tract,Male: 65 years and over: Less than 9th grade,BIGINT,YES
census_2020_edu_tract,"Male: 65 years and over: Some college, no degree",BIGINT,YES
census_2020_edu_tract,Metropolitan Division Code,DOUBLE,YES
census_2020_edu_tract,Metropolitan Statistical Area/Micropolitan Statistical Area Code,DOUBLE,YES
census_2020_edu_tract,New England City and Town Area Code,DOUBLE,YES
census_2020_edu_tract,New England City and Town Area Division Code,DOUBLE,YES
census_2020_edu_tract,Not enrolled in school,BIGINT,YES
census_2020_edu_tract,Place Code,DOUBLE,YES
census_2020_edu_tract,Principal City Indicator,DOUBLE,YES
census_2020_edu_tract,Public Use Microdata Area Code,DOUBLE,YES
census_2020_edu_tract,Region Code,DOUBLE,YES
census_2020_edu_tract,School District (Elementary)/Remainder Code,DOUBLE,YES
census_2020_edu_tract,School District (Secondary)/Remainder Code,DOUBLE,YES
census_2020_edu_tract,School District (Unified)/Remainder Code,DOUBLE,YES
census_2020_edu_tract,State Code,BIGINT,YES
census_2020_edu_tract,State Legislative District (Lower Chamber) Code,DOUBLE,YES
census_2020_edu_tract,State Legislative District (Upper Chamber) Code,DOUBLE,YES
census_2020_edu_tract,State Name,VARCHAR,YES
census_2020_edu_tract,State Postal Abbreviation,VARCHAR,YES
census_2020_edu_tract,Subminor Civil Division Code,DOUBLE,YES
census_2020_edu_tract,Total,BIGINT,YES
census_2020_edu_tract,Total.1,BIGINT,YES
census_2020_edu_tract,Tribal Census Tract Code,DOUBLE,YES
census_2020_edu_tract,Tribal Subdivision/Remainder Code,DOUBLE,YES
census_2020_edu_tract,Urban Area Code,DOUBLE,YES
census_2020_race_state,Alaska Native Regional Corporation (FIPS) Code,DOUBLE,YES
census_2020_race_state,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,DOUBLE,YES
census_2020_race_state,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,DOUBLE,YES
census_2020_race_state,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census) Code,DOUBLE,YES
census_2020_race_state,American Indian Tribal Subdivision (Census) Code,DOUBLE,YES
census_2020_race_state,American Indian and Alaska Native alone,BIGINT,YES
census_2020_race_state,Area (Land),BIGINT,YES
census_2020_race_state,Area (Water),BIGINT,YES
census_2020_race_state,Area Base Name,VARCHAR,YES
census_2020_race_state,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,VARCHAR,YES
census_2020_race_state,Asian alone,BIGINT,YES
census_2020_race_state,Black or African American alone,BIGINT,YES
census_2020_race_state,Block Code,DOUBLE,YES
census_2020_race_state,Block Group Code,DOUBLE,YES
census_2020_race_state,Census Tract Code,DOUBLE,YES
census_2020_race_state,Combined New England City and Town Area Code,DOUBLE,YES
census_2020_race_state,Combined Statistical Area Code,DOUBLE,YES
census_2020_race_state,Congressional District (116th) Code,DOUBLE,YES
census_2020_race_state,Consolidated City (FIPS) Code,DOUBLE,YES
census_2020_race_state,County (FIPS) Code,DOUBLE,YES
census_2020_race_state,County Subdivision (FIPS) Code,DOUBLE,YES
census_2020_race_state,Data File Year,BIGINT,YES
census_2020_race_state,Division Code,BIGINT,YES
census_2020_race_state,FIPS American Indian Area/Alaska Native Area/Hawaiian Home Land Class Code,DOUBLE,YES
census_2020_race_state,FIPS County Subdivision Class Code,DOUBLE,YES
census_2020_race_state,FIPS Place Class Code,DOUBLE,YES
census_2020_race_state,Female,BIGINT,YES
census_2020_race_state,Female: 10 to 14 years,BIGINT,YES
census_2020_race_state,Female: 15 to 17 years,BIGINT,YES
census_2020_race_state,Female: 18 and 19 years,BIGINT,YES
census_2020_race_state,Female: 20 years,BIGINT,YES
census_2020_race_state,Female: 21 years,BIGINT,YES
census_2020_race_state,Female: 22 to 24 years,BIGINT,YES
census_2020_race_state,Female: 25 to 29 years,BIGINT,YES
census_2020_race_state,Female: 30 to 34 years,BIGINT,YES
census_2020_race_state,Female: 35 to 39 years,BIGINT,YES
census_2020_race_state,Female: 40 to 44 years,BIGINT,YES
census_2020_race_state,Female: 45 to 49 years,BIGINT,YES
census_2020_race_state,Female: 5 to 9 years,BIGINT,YES
census_2020_race_state,Female: 50 to 54 years,BIGINT,YES
census_2020_race_state,Female: 55 to 59 years,BIGINT,YES
census_2020_race_state,Female: 60 and 61 years,BIGINT,YES
census_2020_race_state,Female: 62 to 64 years,BIGINT,YES
census_2020_race_state,Female: 65 and 66 years,BIGINT,YES
census_2020_race_state,Female: 67 to 69 years,BIGINT,YES
census_2020_race_state,Female: 70 to 74 years,BIGINT,YES
census_2020_race_state,Female: 75 to 79 years,BIGINT,YES
census_2020_race_state,Female: 80 to 84 years,BIGINT,YES
census_2020_race_state,Female: 85 years and over,BIGINT,YES
census_2020_race_state,Female: Under 5 years,BIGINT,YES
census_2020_race_state,Functional Status Code,VARCHAR,YES
census_2020_race_state,GIS Join Match Code,VARCHAR,YES
census_2020_race_state,Geographic Code Identifier,BIGINT,YES
census_2020_race_state,Geographic Record Identifier,VARCHAR,YES
census_2020_race_state,Internal Point (Latitude),DOUBLE,YES
census_2020_race_state,Internal Point (Longitude),DOUBLE,YES
census_2020_race_state,Legal/Statistical Area Description Code,BIGINT,YES
census_2020_race_state,Male,BIGINT,YES
census_2020_race_state,Male: 10 to 14 years,BIGINT,YES
census_2020_race_state,Male: 15 to 17 years,BIGINT,YES
census_2020_race_state,Male: 18 and 19 years,BIGINT,YES
census_2020_race_state,Male: 20 years,BIGINT,YES
census_2020_race_state,Male: 21 years,BIGINT,YES
census_2020_race_state,Male: 22 to 24 years,BIGINT,YES
census_2020_race_state,Male: 25 to 29 years,BIGINT,YES
census_2020_race_state,Male: 30 to 34 years,BIGINT,YES
census_2020_race_state,Male: 35 to 39 years,BIGINT,YES
census_2020_race_state,Male: 40 to 44 years,BIGINT,YES
census_2020_race_state,Male: 45 to 49 years,BIGINT,YES
census_2020_race_state,Male: 5 to 9 years,BIGINT,YES
census_2020_race_state,Male: 50 to 54 years,BIGINT,YES
census_2020_race_state,Male: 55 to 59 years,BIGINT,YES
census_2020_race_state,Male: 60 and 61 years,BIGINT,YES
census_2020_race_state,Male: 62 to 64 years,BIGINT,YES
census_2020_race_state,Male: 65 and 66 years,BIGINT,YES
census_2020_race_state,Male: 67 to 69 years,BIGINT,YES
census_2020_race_state,Male: 70 to 74 years,BIGINT,YES
census_2020_race_state,Male: 75 to 79 years,BIGINT,YES
census_2020_race_state,Male: 80 to 84 years,BIGINT,YES
census_2020_race_state,Male: 85 years and over,BIGINT,YES
census_2020_race_state,Male: Under 5 years,BIGINT,YES
census_2020_race_state,Metropolitan Division Code,DOUBLE,YES
census_2020_race_state,Metropolitan Statistical Area/Micropolitan Statistical Area Code,DOUBLE,YES
census_2020_race_state,Metropolitan Statistical Area/Micropolitan Statistical Area Principal City Indicator,DOUBLE,YES
census_2020_race_state,Metropolitan/Micropolitan Indicator,DOUBLE,YES
census_2020_race_state,NECTA Metropolitan/Micropolitan Indicator,DOUBLE,YES
census_2020_race_state,Native Hawaiian and Other Pacific Islander alone,BIGINT,YES
census_2020_race_state,New England City and Town Area Code,DOUBLE,YES
census_2020_race_state,New England City and Town Area Division Code,DOUBLE,YES
census_2020_race_state,New England City and Town Area Principal City Indicator,DOUBLE,YES
census_2020_race_state,Place (FIPS) Code,DOUBLE,YES
census_2020_race_state,Public Use Microdata Area,DOUBLE,YES
census_2020_race_state,Region Code,BIGINT,YES
census_2020_race_state,School District (Elementary) Code,DOUBLE,YES
census_2020_race_state,School District (Secondary) Code,DOUBLE,YES
census_2020_race_state,School District (Unified) Code,DOUBLE,YES
census_2020_race_state,Some Other Race alone,BIGINT,YES
census_2020_race_state,State (FIPS) Code,BIGINT,YES
census_2020_race_state,State (FIPS) Name,VARCHAR,YES
census_2020_race_state,State Legislative District (Lower Chamber) (2018) Code,DOUBLE,YES
census_2020_race_state,State Legislative District (Upper Chamber) (2018) Code,DOUBLE,YES
census_2020_race_state,State/US-Abbreviation (USPS),VARCHAR,YES
census_2020_race_state,Subminor Civil Division (FIPS) Code,DOUBLE,YES
census_2020_race_state,Total,BIGINT,YES
census_2020_race_state,Total.1,BIGINT,YES
census_2020_race_state,Total.2,BIGINT,YES
census_2020_race_state,Tribal Block Group Code,DOUBLE,YES
census_2020_race_state,Tribal Census Tract Code,DOUBLE,YES
census_2020_race_state,Two or More Races,BIGINT,YES
census_2020_race_state,Urban Area Code,DOUBLE,YES
census_2020_race_state,Urban Growth Area,DOUBLE,YES
census_2020_race_state,Urban/Rural Code,DOUBLE,YES
census_2020_race_state,Voting District,DOUBLE,YES
census_2020_race_state,Voting District Indicator,DOUBLE,YES
census_2020_race_state,White alone,BIGINT,YES
census_2020_race_state,ZIP Code Tabulation Area (5-Digit) Code,DOUBLE,YES
census_2020_race_tract,Alaska Native Regional Corporation (FIPS) Code,DOUBLE,YES
census_2020_race_tract,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,DOUBLE,YES
census_2020_race_tract,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,DOUBLE,YES
census_2020_race_tract,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census) Code,DOUBLE,YES
census_2020_race_tract,American Indian Tribal Subdivision (Census) Code,DOUBLE,YES
census_2020_race_tract,American Indian and Alaska Native alone,BIGINT,YES
census_2020_race_tract,Area (Land),BIGINT,YES
census_2020_race_tract,Area (Water),BIGINT,YES
census_2020_race_tract,Area Base Name,DOUBLE,YES
census_2020_race_tract,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,VARCHAR,YES
census_2020_race_tract,Asian alone,BIGINT,YES
census_2020_race_tract,Black or African American alone,BIGINT,YES
census_2020_race_tract,Block Code,DOUBLE,YES
census_2020_race_tract,Block Group Code,DOUBLE,YES
census_2020_race_tract,Census Tract Code,BIGINT,YES
census_2020_race_tract,Combined New England City and Town Area Code,DOUBLE,YES
census_2020_race_tract,Combined Statistical Area Code,BIGINT,YES
census_2020_race_tract,Congressional District (116th) Code,DOUBLE,YES
census_2020_race_tract,Consolidated City (FIPS) Code,DOUBLE,YES
census_2020_race_tract,County (FIPS) Code,BIGINT,YES
census_2020_race_tract,County (FIPS) Name,VARCHAR,YES
census_2020_race_tract,County Subdivision (FIPS) Code,DOUBLE,YES
census_2020_race_tract,Data File Year,BIGINT,YES
census_2020_race_tract,Division Code,BIGINT,YES
census_2020_race_tract,FIPS American Indian Area/Alaska Native Area/Hawaiian Home Land Class Code,DOUBLE,YES
census_2020_race_tract,FIPS County Subdivision Class Code,DOUBLE,YES
census_2020_race_tract,FIPS Place Class Code,DOUBLE,YES
census_2020_race_tract,Female,BIGINT,YES
census_2020_race_tract,Female: 10 to 14 years,BIGINT,YES
census_2020_race_tract,Female: 15 to 17 years,BIGINT,YES
census_2020_race_tract,Female: 18 and 19 years,BIGINT,YES
census_2020_race_tract,Female: 20 years,BIGINT,YES
