onetsoc_code,title,job_zone,routine_cognitive_tasks,manual_tasks,social_tasks,nonroutine_cognitive_tasks,risk_score,risk_label
29-1242.00,"Orthopedic Surgeons, Except Pediatric",5.0,0.0,0.06666666666666667,0.13333333333333333,0.26666666666666666,0,Low Risk
29-1243.00,Pediatric Surgeons,5.0,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.2777777777777778,0,Low Risk
29-1249.00,"Surgeons, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
29-1291.00,Acupuncturists,5.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0,Low Risk
29-1292.00,Dental Hygienists,3.0,0.0625,0.125,0.0625,0.0625,2,Moderate Risk
29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
29-1299.01,Naturopathic Physicians,5.0,0.2,0.0,0.15,0.05,1,Low Risk
29-1299.02,Orthoptists,5.0,0.0,0.0625,0.0625,0.375,1,Low Risk
29-2011.00,Medical and Clinical Laboratory Technologists,4.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3333333333333333,0,Low Risk
29-2011.01,Cytogenetic Technologists,4.0,0.1,0.0,0.1,0.16666666666666666,2,Moderate Risk
29-2011.02,Cytotechnologists,5.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,1,Low Risk
29-2011.04,Histotechnologists,4.0,0.125,0.0625,0.125,0.1875,1,Low Risk
29-2012.00,Medical and Clinical Laboratory Technicians,3.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.3076923076923077,1,Low Risk
29-2012.01,Histology Technicians,3.0,0.125,0.125,0.0,0.0,2,Moderate Risk
29-2031.00,Cardiovascular Technologists and Technicians,3.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,2,Moderate Risk
29-2032.00,Diagnostic Medical Sonographers,3.0,0.4,0.1,0.15,0.05,2,Moderate Risk
29-2033.00,Nuclear Medicine Technologists,3.0,0.23529411764705882,0.0,0.058823529411764705,0.11764705882352941,2,Moderate Risk
29-2034.00,Radiologic Technologists and Technicians,3.0,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.06666666666666667,1,Low Risk
29-2035.00,Magnetic Resonance Imaging Technologists,3.0,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,2,Moderate Risk
29-2036.00,Medical Dosimetrists,4.0,0.3157894736842105,0.0,0.10526315789473684,0.47368421052631576,0,Low Risk
29-2042.00,Emergency Medical Technicians,3.0,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.08333333333333333,1,Low Risk
29-2043.00,Paramedics,3.0,0.07692307692307693,0.07692307692307693,0.38461538461538464,0.07692307692307693,1,Low Risk
29-2051.00,Dietetic Technicians,3.0,0.23076923076923078,0.0,0.46153846153846156,0.46153846153846156,0,Low Risk
29-2052.00,Pharmacy Technicians,3.0,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.0,1,Low Risk
29-2053.00,Psychiatric Technicians,3.0,0.1875,0.0625,0.25,0.25,0,Low Risk
29-2055.00,Surgical Technologists,3.0,0.1875,0.125,0.375,0.0,1,Low Risk
29-2056.00,Veterinary Technologists and Technicians,3.0,0.1935483870967742,0.0967741935483871,0.1935483870967742,0.06451612903225806,1,Low Risk
29-2057.00,Ophthalmic Medical Technicians,3.0,0.1,0.2,0.2,0.0,1,Low Risk
29-2061.00,Licensed Practical and Licensed Vocational Nurses,3.0,0.13636363636363635,0.09090909090909091,0.36363636363636365,0.09090909090909091,1,Low Risk
29-2072.00,Medical Records Specialists,3.0,0.5882352941176471,0.058823529411764705,0.058823529411764705,0.17647058823529413,3,High Risk
29-2081.00,"Opticians, Dispensing",3.0,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.09523809523809523,1,Low Risk
29-2091.00,Orthotists and Prosthetists,5.0,0.13333333333333333,0.06666666666666667,0.2,0.3333333333333333,0,Low Risk
29-2092.00,Hearing Aid Specialists,3.0,0.0,0.09090909090909091,0.2727272727272727,0.2727272727272727,0,Low Risk
29-2099.00,"Health Technologists and Technicians, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
29-2099.01,Neurodiagnostic Technologists,3.0,0.25,0.125,0.125,0.0625,1,Low Risk
29-2099.05,Ophthalmic Medical Technologists,3.0,0.12903225806451613,0.03225806451612903,0.06451612903225806,0.0,2,Moderate Risk
29-2099.08,Patient Representatives,3.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0,Low Risk
29-9021.00,Health Information Technologists and Medical Registrars,3.0,0.375,0.0625,0.3125,0.375,0,Low Risk
29-9091.00,Athletic Trainers,5.0,0.08695652173913043,0.043478260869565216,0.2608695652173913,0.21739130434782608,0,Low Risk
29-9092.00,Genetic Counselors,5.0,0.05263157894736842,0.0,0.42105263157894735,0.42105263157894735,0,Low Risk
29-9093.00,Surgical Assistants,3.0,0.07142857142857142,0.14285714285714285,0.17857142857142858,0.0,1,Low Risk
29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
29-9099.01,Midwives,5.0,0.2222222222222222,0.027777777777777776,0.19444444444444445,0.2222222222222222,0,Low Risk
31-1121.00,Home Health Aides,2.0,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.06666666666666667,2,Moderate Risk
31-1122.00,Personal Care Aides,2.0,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.18181818181818182,2,Moderate Risk
31-1131.00,Nursing Assistants,3.0,0.15151515151515152,0.12121212121212122,0.2727272727272727,0.030303030303030304,1,Low Risk
31-1132.00,Orderlies,2.0,0.13636363636363635,0.22727272727272727,0.22727272727272727,0.0,2,Moderate Risk
31-1133.00,Psychiatric Aides,2.0,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.11764705882352941,2,Moderate Risk
31-2011.00,Occupational Therapy Assistants,3.0,0.13636363636363635,0.09090909090909091,0.36363636363636365,0.22727272727272727,0,Low Risk
31-2012.00,Occupational Therapy Aides,3.0,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.13333333333333333,1,Low Risk
31-2021.00,Physical Therapist Assistants,3.0,0.14285714285714285,0.14285714285714285,0.38095238095238093,0.14285714285714285,1,Low Risk
31-2022.00,Physical Therapist Aides,2.0,0.10526315789473684,0.10526315789473684,0.3684210526315789,0.10526315789473684,2,Moderate Risk
31-9011.00,Massage Therapists,3.0,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285,1,Low Risk
31-9091.00,Dental Assistants,3.0,0.25,0.125,0.125,0.0,1,Low Risk
31-9092.00,Medical Assistants,3.0,0.2,0.15,0.05,0.0,2,Moderate Risk
31-9093.00,Medical Equipment Preparers,2.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.0,2,Moderate Risk
31-9094.00,Medical Transcriptionists,3.0,0.4666666666666667,0.0,0.13333333333333333,0.06666666666666667,2,Moderate Risk
31-9095.00,Pharmacy Aides,2.0,0.42857142857142855,0.14285714285714285,0.07142857142857142,0.0,4,High Risk
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,2.0,0.14285714285714285,0.10714285714285714,0.14285714285714285,0.07142857142857142,2,Moderate Risk
31-9097.00,Phlebotomists,3.0,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.0,2,Moderate Risk
31-9099.00,"Healthcare Support Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
31-9099.01,Speech-Language Pathology Assistants,3.0,0.2727272727272727,0.0,0.45454545454545453,0.2727272727272727,0,Low Risk
31-9099.02,Endoscopy Technicians,2.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,3,High Risk
33-1011.00,First-Line Supervisors of Correctional Officers,3.0,0.17391304347826086,0.0,0.0,0.08695652173913043,2,Moderate Risk
33-1012.00,First-Line Supervisors of Police and Detectives,2.0,0.15,0.05,0.05,0.2,3,High Risk
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,3.0,0.16666666666666666,0.06666666666666667,0.1,0.2,2,Moderate Risk
33-1091.00,First-Line Supervisors of Security Workers,2.0,0.2857142857142857,0.0,0.047619047619047616,0.047619047619047616,3,High Risk
33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
33-2011.00,Firefighters,3.0,0.03333333333333333,0.2,0.06666666666666667,0.03333333333333333,2,Moderate Risk
33-2021.00,Fire Inspectors and Investigators,3.0,0.1,0.1,0.1,0.2,2,Moderate Risk
33-2022.00,Forest Fire Inspectors and Prevention Specialists,3.0,0.0625,0.0625,0.0,0.0,2,Moderate Risk
33-3011.00,Bailiffs,3.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,1,Low Risk
33-3012.00,Correctional Officers and Jailers,2.0,0.18518518518518517,0.037037037037037035,0.2222222222222222,0.0,2,Moderate Risk
33-3021.00,Detectives and Criminal Investigators,3.0,0.3,0.0,0.23333333333333334,0.06666666666666667,1,Low Risk
33-3021.02,Police Identification and Records Officers,3.0,0.3125,0.0625,0.0625,0.0625,2,Moderate Risk
33-3021.06,Intelligence Analysts,4.0,0.19047619047619047,0.047619047619047616,0.0,0.38095238095238093,1,Low Risk
33-3031.00,Fish and Game Wardens,4.0,0.125,0.041666666666666664,0.16666666666666666,0.125,1,Low Risk
33-3041.00,Parking Enforcement Workers,2.0,0.18181818181818182,0.045454545454545456,0.09090909090909091,0.0,3,High Risk
33-3051.00,Police and Sheriff's Patrol Officers,3.0,0.13333333333333333,0.03333333333333333,0.16666666666666666,0.03333333333333333,1,Low Risk
33-3051.04,Customs and Border Protection Officers,3.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,2,Moderate Risk
33-3052.00,Transit and Railroad Police,3.0,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,2,Moderate Risk
33-9011.00,Animal Control Workers,2.0,0.0625,0.1875,0.0625,0.0,3,High Risk
33-9021.00,Private Detectives and Investigators,3.0,0.35714285714285715,0.0,0.07142857142857142,0.07142857142857142,2,Moderate Risk
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.0,0.25,0.0,0.25,0.125,2,Moderate Risk
33-9032.00,Security Guards,2.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,2,Moderate Risk
33-9091.00,Crossing Guards and Flaggers,2.0,0.16666666666666666,0.25,0.08333333333333333,0.16666666666666666,3,High Risk
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.0,0.13333333333333333,0.26666666666666666,0.2,0.0,2,Moderate Risk
33-9093.00,Transportation Security Screeners,2.0,0.34615384615384615,0.038461538461538464,0.0,0.038461538461538464,3,High Risk
33-9094.00,School Bus Monitors,2.0,0.1111111111111111,0.3333333333333333,0.05555555555555555,0.05555555555555555,3,High Risk
33-9099.00,"Protective Service Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
33-9099.02,Retail Loss Prevention Specialists,2.0,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.0,3,High Risk
35-1011.00,Chefs and Head Cooks,3.0,0.23809523809523808,0.047619047619047616,0.0,0.19047619047619047,2,Moderate Risk
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.0,0.15384615384615385,0.07692307692307693,0.038461538461538464,0.34615384615384615,2,Moderate Risk
35-2011.00,"Cooks, Fast Food",2.0,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.05263157894736842,2,Moderate Risk
35-2012.00,"Cooks, Institution and Cafeteria",2.0,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.058823529411764705,2,Moderate Risk
35-2013.00,"Cooks, Private Household",3.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,2,Moderate Risk
35-2014.00,"Cooks, Restaurant",2.0,0.1,0.05,0.15,0.1,2,Moderate Risk
35-2015.00,"Cooks, Short Order",2.0,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,3,High Risk
35-2019.00,"Cooks, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
35-2021.00,Food Preparation Workers,2.0,0.06451612903225806,0.1935483870967742,0.12903225806451613,0.03225806451612903,2,Moderate Risk
35-3011.00,Bartenders,2.0,0.05,0.15,0.15,0.1,2,Moderate Risk
35-3023.00,Fast Food and Counter Workers,2.0,0.07407407407407407,0.1111111111111111,0.2222222222222222,0.037037037037037035,2,Moderate Risk
35-3023.01,Baristas,2.0,0.10526315789473684,0.10526315789473684,0.15789473684210525,0.0,2,Moderate Risk
35-3031.00,Waiters and Waitresses,2.0,0.16,0.12,0.12,0.0,2,Moderate Risk
35-3041.00,"Food Servers, Nonrestaurant",2.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,2,Moderate Risk
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.0,0.0,0.2608695652173913,0.08695652173913043,0.0,3,High Risk
35-9021.00,Dishwashers,2.0,0.0,0.38461538461538464,0.0,0.07692307692307693,3,High Risk
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.0,0.05,0.15,0.15,0.05,2,Moderate Risk
35-9099.00,"Food Preparation and Serving Related Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.0,0.11538461538461539,0.15384615384615385,0.038461538461538464,0.15384615384615385,3,High Risk
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.0,0.21428571428571427,0.10714285714285714,0.07142857142857142,0.17857142857142858,2,Moderate Risk
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3.0,0.047619047619047616,0.7142857142857143,0.0,0.0,2,Moderate Risk
37-2012.00,Maids and Housekeeping Cleaners,2.0,0.0,0.45,0.05,0.0,3,High Risk
37-2019.00,"Building Cleaning Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
37-2021.00,Pest Control Workers,2.0,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.0,3,High Risk
37-3011.00,Landscaping and Groundskeeping Workers,2.0,0.0,0.2692307692307692,0.19230769230769232,0.34615384615384615,1,Low Risk
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2.0,0.0,0.4,0.0,0.4,2,Moderate Risk
37-3013.00,Tree Trimmers and Pruners,2.0,0.0,0.25,0.08333333333333333,0.08333333333333333,3,High Risk
37-3019.00,"Grounds Maintenance Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
39-1013.00,First-Line Supervisors of Gambling Services Workers,2.0,0.3333333333333333,0.2,0.06666666666666667,0.13333333333333333,3,High Risk
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",2.0,0.15789473684210525,0.05263157894736842,0.15789473684210525,0.3157894736842105,1,Low Risk
39-1022.00,First-Line Supervisors of Personal Service Workers,3.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.23529411764705882,1,Low Risk
39-2011.00,Animal Trainers,2.0,0.06666666666666667,0.06666666666666667,0.2,0.2,2,Moderate Risk
39-2021.00,Animal Caretakers,2.0,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.045454545454545456,2,Moderate Risk
39-3011.00,Gambling Dealers,2.0,0.19047619047619047,0.0,0.0,0.0,3,High Risk
39-3012.00,Gambling and Sports Book Writers and Runners,2.0,0.16666666666666666,0.1111111111111111,0.0,0.0,3,High Risk
39-3019.00,"Gambling Service Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
39-3021.00,Motion Picture Projectionists,2.0,0.11764705882352941,0.35294117647058826,0.058823529411764705,0.0,3,High Risk
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2.0,0.13043478260869565,0.08695652173913043,0.21739130434782608,0.043478260869565216,2,Moderate Risk
39-3091.00,Amusement and Recreation Attendants,2.0,0.17647058823529413,0.29411764705882354,0.11764705882352941,0.0,2,Moderate Risk
39-3092.00,Costume Attendants,2.0,0.23809523809523808,0.09523809523809523,0.09523809523809523,0.14285714285714285,3,High Risk
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",2.0,0.17391304347826086,0.21739130434782608,0.043478260869565216,0.043478260869565216,3,High Risk
39-3099.00,"Entertainment Attendants and Related Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
39-4011.00,Embalmers,3.0,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.0,1,Low Risk
39-4012.00,Crematory Operators,2.0,0.25,0.16666666666666666,0.08333333333333333,0.0,3,High Risk
39-4021.00,Funeral Attendants,2.0,0.16666666666666666,0.08333333333333333,0.20833333333333334,0.041666666666666664,2,Moderate Risk
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.13636363636363635,2,Moderate Risk
39-5011.00,Barbers,3.0,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.0,1,Low Risk
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",3.0,0.13636363636363635,0.18181818181818182,0.09090909090909091,0.09090909090909091,2,Moderate Risk
39-5091.00,"Makeup Artists, Theatrical and Performance",3.0,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.18181818181818182,2,Moderate Risk
39-5092.00,Manicurists and Pedicurists,2.0,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.1111111111111111,2,Moderate Risk
39-5093.00,Shampooers,2.0,0.25,0.25,0.0,0.0,3,High Risk
39-5094.00,Skincare Specialists,3.0,0.05555555555555555,0.2777777777777778,0.1111111111111111,0.1111111111111111,1,Low Risk
39-6011.00,Baggage Porters and Bellhops,2.0,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0,3,High Risk
39-6012.00,Concierges,2.0,0.0,0.05555555555555555,0.16666666666666666,0.1111111111111111,2,Moderate Risk
39-7011.00,Tour Guides and Escorts,3.0,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.05263157894736842,1,Low Risk
39-7012.00,Travel Guides,2.0,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.23529411764705882,2,Moderate Risk
39-9011.00,Childcare Workers,2.0,0.08333333333333333,0.041666666666666664,0.375,0.16666666666666666,2,Moderate Risk
39-9011.01,Nannies,2.0,0.15789473684210525,0.10526315789473684,0.47368421052631576,0.42105263157894735,1,Low Risk
39-9031.00,Exercise Trainers and Group Fitness Instructors,3.0,0.1,0.05,0.2,0.15,1,Low Risk
39-9032.00,Recreation Workers,4.0,0.125,0.0,0.041666666666666664,0.3333333333333333,1,Low Risk
39-9041.00,Residential Advisors,3.0,0.03333333333333333,0.06666666666666667,0.23333333333333334,0.2,1,Low Risk
39-9099.00,"Personal Care and Service Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
41-1011.00,First-Line Supervisors of Retail Sales Workers,2.0,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.23809523809523808,2,Moderate Risk
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,4.0,0.16666666666666666,0.0,0.05555555555555555,0.2777777777777778,1,Low Risk
41-2011.00,Cashiers,2.0,0.32142857142857145,0.03571428571428571,0.14285714285714285,0.0,2,Moderate Risk
41-2012.00,Gambling Change Persons and Booth Cashiers,2.0,0.3076923076923077,0.07692307692307693,0.0,0.0,3,High Risk
41-2021.00,Counter and Rental Clerks,2.0,0.125,0.125,0.125,0.0,2,Moderate Risk
41-2022.00,Parts Salespersons,2.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,3,High Risk
41-2031.00,Retail Salespersons,2.0,0.08333333333333333,0.08333333333333333,0.125,0.0,2,Moderate Risk
41-3011.00,Advertising Sales Agents,4.0,0.1,0.0,0.15,0.15,1,Low Risk
41-3021.00,Insurance Sales Agents,4.0,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.3684210526315789,1,Low Risk
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",4.0,0.2,0.03333333333333333,0.03333333333333333,0.13333333333333333,2,Moderate Risk
41-3041.00,Travel Agents,3.0,0.125,0.0,0.0,0.125,2,Moderate Risk
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2.0,0.13333333333333333,0.0,0.06666666666666667,0.2,3,High Risk
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4.0,0.12121212121212122,0.06060606060606061,0.06060606060606061,0.12121212121212122,2,Moderate Risk
41-4011.07,Solar Sales Representatives and Assessors,3.0,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078,1,Low Risk
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4.0,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.1111111111111111,2,Moderate Risk
41-9011.00,Demonstrators and Product Promoters,2.0,0.09523809523809523,0.047619047619047616,0.0,0.047619047619047616,3,High Risk
41-9012.00,Models,2.0,0.2,0.1,0.0,0.1,3,High Risk
41-9021.00,Real Estate Brokers,4.0,0.11764705882352941,0.058823529411764705,0.0,0.0,2,Moderate Risk
41-9022.00,Real Estate Sales Agents,3.0,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.12121212121212122,2,Moderate Risk
41-9031.00,Sales Engineers,4.0,0.12,0.12,0.16,0.32,0,Low Risk
41-9041.00,Telemarketers,2.0,0.25,0.0,0.0,0.0,3,High Risk
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2.0,0.08333333333333333,0.0,0.0,0.08333333333333333,3,High Risk
41-9099.00,"Sales and Related Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,3.0,0.25,0.03571428571428571,0.03571428571428571,0.42857142857142855,1,Low Risk
43-2011.00,"Switchboard Operators, Including Answering Service",2.0,0.42105263157894735,0.05263157894736842,0.0,0.0,4,High Risk
43-2021.00,Telephone Operators,2.0,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.07142857142857142,2,Moderate Risk
43-2099.00,"Communications Equipment Operators, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
43-3011.00,Bill and Account Collectors,2.0,0.5333333333333333,0.0,0.0,0.0,4,High Risk
43-3021.00,Billing and Posting Clerks,3.0,0.5714285714285714,0.07142857142857142,0.03571428571428571,0.03571428571428571,3,High Risk
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",3.0,0.6785714285714286,0.07142857142857142,0.0,0.03571428571428571,3,High Risk
43-3041.00,Gambling Cage Workers,2.0,0.29411764705882354,0.0,0.058823529411764705,0.0,3,High Risk
43-3051.00,Payroll and Timekeeping Clerks,3.0,0.42857142857142855,0.0,0.0,0.14285714285714285,3,High Risk
43-3061.00,Procurement Clerks,2.0,0.3157894736842105,0.05263157894736842,0.0,0.05263157894736842,3,High Risk
43-3071.00,Tellers,2.0,0.5714285714285714,0.0,0.07142857142857142,0.10714285714285714,4,High Risk
43-3099.00,"Financial Clerks, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
43-4011.00,Brokerage Clerks,3.0,0.5,0.1,0.0,0.1,3,High Risk
43-4021.00,Correspondence Clerks,2.0,0.47058823529411764,0.058823529411764705,0.0,0.058823529411764705,4,High Risk
43-4031.00,"Court, Municipal, and License Clerks",2.0,0.43333333333333335,0.0,0.06666666666666667,0.1,4,High Risk
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.0,0.3125,0.0,0.0,0.1875,3,High Risk
43-4051.00,Customer Service Representatives,2.0,0.23076923076923078,0.0,0.0,0.3076923076923077,2,Moderate Risk
43-4061.00,"Eligibility Interviewers, Government Programs",3.0,0.29411764705882354,0.0,0.23529411764705882,0.11764705882352941,1,Low Risk
43-4071.00,File Clerks,2.0,0.8421052631578947,0.15789473684210525,0.05263157894736842,0.05263157894736842,4,High Risk
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.0,0.2,0.1,0.0,0.1,3,High Risk
43-4111.00,"Interviewers, Except Eligibility and Loan",3.0,0.1875,0.0,0.1875,0.1875,1,Low Risk
43-4121.00,"Library Assistants, Clerical",2.0,0.375,0.09375,0.1875,0.09375,2,Moderate Risk
43-4131.00,Loan Interviewers and Clerks,3.0,0.5555555555555556,0.05555555555555555,0.05555555555555555,0.0,3,High Risk
43-4141.00,New Accounts Clerks,3.0,0.6,0.06666666666666667,0.0,0.0,3,High Risk
43-4151.00,Order Clerks,2.0,0.42105263157894735,0.05263157894736842,0.0,0.05263157894736842,4,High Risk
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",3.0,0.3684210526315789,0.0,0.05263157894736842,0.15789473684210525,2,Moderate Risk
43-4171.00,Receptionists and Information Clerks,2.0,0.5,0.05555555555555555,0.1111111111111111,0.16666666666666666,3,High Risk
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2.0,0.2857142857142857,0.09523809523809523,0.14285714285714285,0.09523809523809523,2,Moderate Risk
43-4199.00,"Information and Record Clerks, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
43-5011.00,Cargo and Freight Agents,2.0,0.20833333333333334,0.16666666666666666,0.041666666666666664,0.125,3,High Risk
43-5011.01,Freight Forwarders,2.0,0.1935483870967742,0.03225806451612903,0.06451612903225806,0.03225806451612903,3,High Risk
43-5021.00,Couriers and Messengers,2.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,3,High Risk
43-5031.00,Public Safety Telecommunicators,2.0,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.1111111111111111,3,High Risk
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.0,0.4166666666666667,0.08333333333333333,0.0,0.0,4,High Risk
43-5041.00,"Meter Readers, Utilities",2.0,0.08333333333333333,0.16666666666666666,0.0,0.0,3,High Risk
43-5051.00,Postal Service Clerks,2.0,0.15789473684210525,0.0,0.10526315789473684,0.0,2,Moderate Risk
43-5052.00,Postal Service Mail Carriers,2.0,0.14285714285714285,0.0,0.0,0.0,3,High Risk
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.0,0.07142857142857142,0.21428571428571427,0.0,0.07142857142857142,3,High Risk
43-5061.00,"Production, Planning, and Expediting Clerks",2.0,0.5882352941176471,0.058823529411764705,0.0,0.17647058823529413,4,High Risk
43-5071.00,"Shipping, Receiving, and Inventory Clerks",2.0,0.2727272727272727,0.0,0.0,0.0,3,High Risk
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2.0,0.3888888888888889,0.2222222222222222,0.05555555555555555,0.0,3,High Risk
43-6011.00,Executive Secretaries and Executive Administrative Assistants,3.0,0.3181818181818182,0.0,0.045454545454545456,0.13636363636363635,2,Moderate Risk
43-6012.00,Legal Secretaries and Administrative Assistants,3.0,0.35714285714285715,0.0,0.07142857142857142,0.0,2,Moderate Risk
43-6013.00,Medical Secretaries and Administrative Assistants,2.0,0.6666666666666666,0.06666666666666667,0.06666666666666667,0.0,4,High Risk
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2.0,0.2903225806451613,0.0967741935483871,0.03225806451612903,0.06451612903225806,3,High Risk
43-9021.00,Data Entry Keyers,2.0,0.3333333333333333,0.0,0.0,0.1111111111111111,3,High Risk
43-9022.00,Word Processors and Typists,2.0,0.42105263157894735,0.10526315789473684,0.0,0.05263157894736842,4,High Risk
43-9031.00,Desktop Publishers,3.0,0.2222222222222222,0.05555555555555555,0.0,0.2222222222222222,1,Low Risk
43-9041.00,Insurance Claims and Policy Processing Clerks,2.0,0.48,0.04,0.04,0.0,4,High Risk
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",2.0,0.11538461538461539,0.15384615384615385,0.038461538461538464,0.038461538461538464,3,High Risk
