onetsoc_code,title,job_zone,routine_cognitive_tasks,manual_tasks,social_tasks,nonroutine_cognitive_tasks,risk_score,risk_label
19-2041.02,Environmental Restoration Planners,5.0,0.043478260869565216,0.0,0.17391304347826086,0.5217391304347826,0,Low Risk
19-2041.03,Industrial Ecologists,5.0,0.21052631578947367,0.0,0.02631578947368421,0.4473684210526316,1,Low Risk
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",5.0,0.125,0.03125,0.03125,0.625,1,Low Risk
19-2043.00,Hydrologists,5.0,0.16,0.08,0.16,0.64,0,Low Risk
19-2099.00,"Physical Scientists, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
19-2099.01,Remote Sensing Scientists and Technologists,4.0,0.125,0.041666666666666664,0.041666666666666664,0.3333333333333333,1,Low Risk
19-3011.00,Economists,5.0,0.07142857142857142,0.0,0.14285714285714285,0.35714285714285715,0,Low Risk
19-3011.01,Environmental Economists,5.0,0.1,0.0,0.15,0.55,0,Low Risk
19-3022.00,Survey Researchers,5.0,0.3125,0.0,0.125,0.4375,0,Low Risk
19-3032.00,Industrial-Organizational Psychologists,5.0,0.0,0.0,0.08,0.56,1,Low Risk
19-3033.00,Clinical and Counseling Psychologists,5.0,0.1,0.0,0.3333333333333333,0.5333333333333333,0,Low Risk
19-3034.00,School Psychologists,5.0,0.10526315789473684,0.0,0.42105263157894735,0.5263157894736842,0,Low Risk
19-3039.00,"Psychologists, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
19-3039.02,Neuropsychologists,5.0,0.07142857142857142,0.0,0.07142857142857142,0.2857142857142857,1,Low Risk
19-3039.03,Clinical Neuropsychologists,5.0,0.05555555555555555,0.0,0.16666666666666666,0.16666666666666666,1,Low Risk
19-3041.00,Sociologists,5.0,0.06666666666666667,0.0,0.13333333333333333,0.8666666666666667,0,Low Risk
19-3051.00,Urban and Regional Planners,5.0,0.04,0.0,0.04,0.64,1,Low Risk
19-3091.00,Anthropologists and Archeologists,5.0,0.1,0.03333333333333333,0.2,0.5,0,Low Risk
19-3092.00,Geographers,4.0,0.0,0.08333333333333333,0.16666666666666666,0.3333333333333333,0,Low Risk
19-3093.00,Historians,5.0,0.14285714285714285,0.0,0.14285714285714285,0.38095238095238093,0,Low Risk
19-3094.00,Political Scientists,5.0,0.0,0.0,0.14285714285714285,0.5,0,Low Risk
19-3099.00,"Social Scientists and Related Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
19-3099.01,Transportation Planners,4.0,0.09090909090909091,0.0,0.0,0.7727272727272727,1,Low Risk
19-4012.00,Agricultural Technicians,3.0,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.34615384615384615,1,Low Risk
19-4012.01,Precision Agriculture Technicians,3.0,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.4090909090909091,1,Low Risk
19-4013.00,Food Science Technicians,3.0,0.25,0.0625,0.0625,0.1875,2,Moderate Risk
19-4021.00,Biological Technicians,4.0,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.29411764705882354,0,Low Risk
19-4031.00,Chemical Technicians,3.0,0.375,0.125,0.1875,0.375,0,Low Risk
19-4042.00,"Environmental Science and Protection Technicians, Including Health",4.0,0.28,0.04,0.04,0.36,1,Low Risk
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",4.0,0.13793103448275862,0.1724137931034483,0.0,0.27586206896551724,1,Low Risk
19-4044.00,Hydrologic Technicians,3.0,0.1875,0.0625,0.0625,0.5,1,Low Risk
19-4051.00,Nuclear Technicians,3.0,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.1111111111111111,2,Moderate Risk
19-4051.02,Nuclear Monitoring Technicians,3.0,0.3125,0.0625,0.0,0.1875,2,Moderate Risk
19-4061.00,Social Science Research Assistants,4.0,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.5454545454545454,1,Low Risk
19-4071.00,Forest and Conservation Technicians,3.0,0.15,0.05,0.1,0.4,1,Low Risk
19-4092.00,Forensic Science Technicians,3.0,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.25,1,Low Risk
19-4099.00,"Life, Physical, and Social Science Technicians, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
19-4099.01,Quality Control Analysts,3.0,0.19230769230769232,0.038461538461538464,0.07692307692307693,0.15384615384615385,2,Moderate Risk
19-4099.03,Remote Sensing Technicians,4.0,0.2857142857142857,0.0,0.0,0.23809523809523808,1,Low Risk
19-5011.00,Occupational Health and Safety Specialists,4.0,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.2727272727272727,1,Low Risk
19-5012.00,Occupational Health and Safety Technicians,3.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.19230769230769232,2,Moderate Risk
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5.0,0.08695652173913043,0.0,0.21739130434782608,0.34782608695652173,0,Low Risk
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",5.0,0.08571428571428572,0.0,0.6,0.2857142857142857,0,Low Risk
21-1013.00,Marriage and Family Therapists,5.0,0.06666666666666667,0.0,0.6,0.26666666666666666,0,Low Risk
21-1014.00,Mental Health Counselors,5.0,0.18518518518518517,0.0,0.3333333333333333,0.4074074074074074,0,Low Risk
21-1015.00,Rehabilitation Counselors,4.0,0.23529411764705882,0.0,0.17647058823529413,0.6470588235294118,0,Low Risk
21-1019.00,"Counselors, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
21-1021.00,"Child, Family, and School Social Workers",4.0,0.09523809523809523,0.0,0.6190476190476191,0.23809523809523808,0,Low Risk
21-1022.00,Healthcare Social Workers,5.0,0.17647058823529413,0.0,0.5882352941176471,0.5294117647058824,0,Low Risk
21-1023.00,Mental Health and Substance Abuse Social Workers,5.0,0.15384615384615385,0.0,0.5384615384615384,0.6153846153846154,0,Low Risk
21-1029.00,"Social Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
21-1091.00,Health Education Specialists,4.0,0.0625,0.0,0.125,0.6875,0,Low Risk
21-1092.00,Probation Officers and Correctional Treatment Specialists,4.0,0.047619047619047616,0.0,0.19047619047619047,0.19047619047619047,1,Low Risk
21-1093.00,Social and Human Service Assistants,4.0,0.05263157894736842,0.0,0.47368421052631576,0.10526315789473684,1,Low Risk
21-1094.00,Community Health Workers,4.0,0.17857142857142858,0.0,0.17857142857142858,0.14285714285714285,1,Low Risk
21-1099.00,"Community and Social Service Specialists, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
21-2011.00,Clergy,5.0,0.0,0.047619047619047616,0.2857142857142857,0.09523809523809523,1,Low Risk
21-2021.00,"Directors, Religious Activities and Education",4.0,0.05263157894736842,0.0,0.10526315789473684,0.42105263157894735,0,Low Risk
21-2099.00,"Religious Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
23-1011.00,Lawyers,5.0,0.13636363636363635,0.0,0.09090909090909091,0.18181818181818182,2,Moderate Risk
23-1012.00,Judicial Law Clerks,5.0,0.3888888888888889,0.0,0.05555555555555555,0.05555555555555555,2,Moderate Risk
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",5.0,0.21428571428571427,0.0,0.0,0.14285714285714285,2,Moderate Risk
23-1022.00,"Arbitrators, Mediators, and Conciliators",5.0,0.1,0.0,0.0,0.2,2,Moderate Risk
23-1023.00,"Judges, Magistrate Judges, and Magistrates",5.0,0.09523809523809523,0.0,0.14285714285714285,0.14285714285714285,1,Low Risk
23-2011.00,Paralegals and Legal Assistants,3.0,0.5833333333333334,0.0,0.08333333333333333,0.16666666666666666,3,High Risk
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.0,0.5,0.0,0.0,0.125,4,High Risk
23-2099.00,"Legal Support Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
25-1011.00,"Business Teachers, Postsecondary",5.0,0.08,0.0,0.2,0.36,0,Low Risk
25-1021.00,"Computer Science Teachers, Postsecondary",5.0,0.07692307692307693,0.0,0.23076923076923078,0.38461538461538464,0,Low Risk
25-1022.00,"Mathematical Science Teachers, Postsecondary",5.0,0.13043478260869565,0.0,0.21739130434782608,0.34782608695652173,0,Low Risk
25-1031.00,"Architecture Teachers, Postsecondary",5.0,0.09090909090909091,0.0,0.22727272727272727,0.36363636363636365,0,Low Risk
25-1032.00,"Engineering Teachers, Postsecondary",5.0,0.08333333333333333,0.0,0.20833333333333334,0.2916666666666667,0,Low Risk
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",5.0,0.08695652173913043,0.0,0.21739130434782608,0.34782608695652173,0,Low Risk
25-1042.00,"Biological Science Teachers, Postsecondary",5.0,0.07407407407407407,0.037037037037037035,0.2222222222222222,0.25925925925925924,0,Low Risk
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",5.0,0.08,0.0,0.2,0.32,0,Low Risk
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5.0,0.07692307692307693,0.0,0.2692307692307692,0.3076923076923077,0,Low Risk
25-1052.00,"Chemistry Teachers, Postsecondary",5.0,0.10714285714285714,0.03571428571428571,0.2857142857142857,0.2857142857142857,0,Low Risk
25-1053.00,"Environmental Science Teachers, Postsecondary",5.0,0.08,0.0,0.24,0.28,0,Low Risk
25-1054.00,"Physics Teachers, Postsecondary",5.0,0.08333333333333333,0.041666666666666664,0.20833333333333334,0.2916666666666667,0,Low Risk
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",5.0,0.07407407407407407,0.0,0.18518518518518517,0.37037037037037035,0,Low Risk
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",5.0,0.08695652173913043,0.0,0.21739130434782608,0.34782608695652173,0,Low Risk
25-1063.00,"Economics Teachers, Postsecondary",5.0,0.09090909090909091,0.0,0.22727272727272727,0.3181818181818182,0,Low Risk
25-1064.00,"Geography Teachers, Postsecondary",5.0,0.08,0.0,0.2,0.28,0,Low Risk
25-1065.00,"Political Science Teachers, Postsecondary",5.0,0.09090909090909091,0.0,0.22727272727272727,0.3181818181818182,0,Low Risk
25-1066.00,"Psychology Teachers, Postsecondary",5.0,0.10344827586206896,0.0,0.1724137931034483,0.27586206896551724,0,Low Risk
25-1067.00,"Sociology Teachers, Postsecondary",5.0,0.08333333333333333,0.0,0.20833333333333334,0.2916666666666667,0,Low Risk
25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
25-1071.00,"Health Specialties Teachers, Postsecondary",5.0,0.09090909090909091,0.0,0.22727272727272727,0.3181818181818182,0,Low Risk
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",5.0,0.06896551724137931,0.0,0.27586206896551724,0.2413793103448276,0,Low Risk
25-1081.00,"Education Teachers, Postsecondary",5.0,0.08333333333333333,0.0,0.25,0.3333333333333333,0,Low Risk
25-1082.00,"Library Science Teachers, Postsecondary",5.0,0.08,0.0,0.24,0.36,0,Low Risk
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",5.0,0.08695652173913043,0.0,0.21739130434782608,0.30434782608695654,0,Low Risk
25-1112.00,"Law Teachers, Postsecondary",5.0,0.08695652173913043,0.0,0.21739130434782608,0.30434782608695654,0,Low Risk
25-1113.00,"Social Work Teachers, Postsecondary",5.0,0.08333333333333333,0.0,0.20833333333333334,0.2916666666666667,0,Low Risk
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",5.0,0.07142857142857142,0.03571428571428571,0.17857142857142858,0.25,0,Low Risk
25-1122.00,"Communications Teachers, Postsecondary",5.0,0.09090909090909091,0.0,0.22727272727272727,0.3181818181818182,0,Low Risk
25-1123.00,"English Language and Literature Teachers, Postsecondary",5.0,0.09090909090909091,0.0,0.2727272727272727,0.21212121212121213,0,Low Risk
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",5.0,0.08333333333333333,0.0,0.25,0.3333333333333333,0,Low Risk
25-1125.00,"History Teachers, Postsecondary",5.0,0.08,0.0,0.28,0.32,0,Low Risk
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",5.0,0.09090909090909091,0.0,0.22727272727272727,0.3181818181818182,0,Low Risk
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",5.0,0.08695652173913043,0.0,0.2608695652173913,0.30434782608695654,0,Low Risk
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",5.0,0.08695652173913043,0.0,0.21739130434782608,0.30434782608695654,0,Low Risk
25-1194.00,"Career/Technical Education Teachers, Postsecondary",3.0,0.15,0.1,0.25,0.35,0,Low Risk
25-1199.00,"Postsecondary Teachers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
25-2011.00,"Preschool Teachers, Except Special Education",3.0,0.08823529411764706,0.029411764705882353,0.4411764705882353,0.29411764705882354,0,Low Risk
25-2012.00,"Kindergarten Teachers, Except Special Education",4.0,0.10810810810810811,0.02702702702702703,0.43243243243243246,0.2972972972972973,0,Low Risk
25-2021.00,"Elementary School Teachers, Except Special Education",4.0,0.10526315789473684,0.0,0.39473684210526316,0.2631578947368421,0,Low Risk
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",4.0,0.11428571428571428,0.0,0.4,0.2857142857142857,0,Low Risk
25-2023.00,"Career/Technical Education Teachers, Middle School",4.0,0.12903225806451613,0.0,0.45161290322580644,0.22580645161290322,0,Low Risk
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",4.0,0.125,0.0,0.375,0.25,0,Low Risk
25-2032.00,"Career/Technical Education Teachers, Secondary School",4.0,0.12121212121212122,0.0,0.3939393939393939,0.2727272727272727,0,Low Risk
25-2051.00,"Special Education Teachers, Preschool",5.0,0.08333333333333333,0.0,0.4444444444444444,0.3055555555555556,0,Low Risk
25-2055.00,"Special Education Teachers, Kindergarten",4.0,0.16666666666666666,0.0,0.43333333333333335,0.36666666666666664,0,Low Risk
25-2056.00,"Special Education Teachers, Elementary School",4.0,0.13333333333333333,0.0,0.4,0.36666666666666664,0,Low Risk
25-2057.00,"Special Education Teachers, Middle School",4.0,0.125,0.0,0.425,0.35,0,Low Risk
25-2058.00,"Special Education Teachers, Secondary School",4.0,0.125,0.0,0.4,0.325,0,Low Risk
25-2059.00,"Special Education Teachers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
25-2059.01,Adapted Physical Education Specialists,5.0,0.05,0.0,0.15,0.25,0,Low Risk
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",4.0,0.08108108108108109,0.0,0.3783783783783784,0.21621621621621623,0,Low Risk
25-3021.00,Self-Enrichment Teachers,3.0,0.16666666666666666,0.0,0.36666666666666664,0.3333333333333333,0,Low Risk
25-3031.00,"Substitute Teachers, Short-Term",4.0,0.05555555555555555,0.05555555555555555,0.5555555555555556,0.05555555555555555,1,Low Risk
25-3041.00,Tutors,3.0,0.15789473684210525,0.0,0.3157894736842105,0.3157894736842105,0,Low Risk
25-3099.00,"Teachers and Instructors, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
25-4011.00,Archivists,5.0,0.46153846153846156,0.0,0.23076923076923078,0.23076923076923078,1,Low Risk
25-4012.00,Curators,5.0,0.13333333333333333,0.13333333333333333,0.0,0.4,1,Low Risk
25-4013.00,Museum Technicians and Conservators,4.0,0.16666666666666666,0.2916666666666667,0.16666666666666666,0.16666666666666666,1,Low Risk
25-4022.00,Librarians and Media Collections Specialists,5.0,0.1,0.06666666666666667,0.13333333333333333,0.36666666666666664,0,Low Risk
25-4031.00,Library Technicians,3.0,0.2903225806451613,0.06451612903225806,0.16129032258064516,0.12903225806451613,1,Low Risk
25-9021.00,Farm and Home Management Educators,5.0,0.2,0.0,0.13333333333333333,0.3333333333333333,0,Low Risk
25-9031.00,Instructional Coordinators,5.0,0.06666666666666667,0.0,0.3,0.6333333333333333,0,Low Risk
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",3.0,0.17857142857142858,0.07142857142857142,0.5357142857142857,0.07142857142857142,1,Low Risk
25-9043.00,"Teaching Assistants, Special Education",3.0,0.13333333333333333,0.03333333333333333,0.5666666666666667,0.13333333333333333,1,Low Risk
25-9044.00,"Teaching Assistants, Postsecondary",5.0,0.1,0.0,0.3,0.15,1,Low Risk
25-9049.00,"Teaching Assistants, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
25-9099.00,"Educational Instruction and Library Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
27-1011.00,Art Directors,4.0,0.0,0.0,0.0625,0.4375,1,Low Risk
27-1012.00,Craft Artists,3.0,0.0625,0.0,0.0,0.3125,1,Low Risk
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",3.0,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.21428571428571427,1,Low Risk
27-1014.00,Special Effects Artists and Animators,4.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.46153846153846156,1,Low Risk
27-1019.00,"Artists and Related Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
27-1021.00,Commercial and Industrial Designers,4.0,0.11764705882352941,0.0,0.058823529411764705,0.7058823529411765,1,Low Risk
27-1022.00,Fashion Designers,3.0,0.0,0.0,0.05,0.55,1,Low Risk
27-1023.00,Floral Designers,2.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333,2,Moderate Risk
27-1024.00,Graphic Designers,4.0,0.05263157894736842,0.10526315789473684,0.0,0.3157894736842105,1,Low Risk
27-1025.00,Interior Designers,4.0,0.0625,0.0625,0.0,0.8125,1,Low Risk
27-1026.00,Merchandise Displayers and Window Trimmers,3.0,0.041666666666666664,0.20833333333333334,0.0,0.2916666666666667,1,Low Risk
27-1027.00,Set and Exhibit Designers,5.0,0.037037037037037035,0.07407407407407407,0.1111111111111111,0.4444444444444444,0,Low Risk
27-1029.00,"Designers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
27-2011.00,Actors,2.0,0.0,0.1111111111111111,0.0,0.2777777777777778,2,Moderate Risk
27-2012.00,Producers and Directors,4.0,0.16666666666666666,0.06666666666666667,0.03333333333333333,0.3,1,Low Risk
27-2012.03,Media Programming Directors,4.0,0.34782608695652173,0.08695652173913043,0.0,0.30434782608695654,1,Low Risk
27-2012.04,Talent Directors,4.0,0.06666666666666667,0.0,0.2,0.06666666666666667,1,Low Risk
27-2012.05,Media Technical Directors/Managers,4.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,2,Moderate Risk
27-2021.00,Athletes and Sports Competitors,2.0,0.1111111111111111,0.0,0.0,0.2222222222222222,2,Moderate Risk
27-2022.00,Coaches and Scouts,4.0,0.2222222222222222,0.0,0.14814814814814814,0.25925925925925924,0,Low Risk
27-2023.00,"Umpires, Referees, and Other Sports Officials",2.0,0.0625,0.0,0.125,0.125,2,Moderate Risk
27-2031.00,Dancers,3.0,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,2,Moderate Risk
27-2032.00,Choreographers,3.0,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.2777777777777778,0,Low Risk
27-2041.00,Music Directors and Composers,4.0,0.1,0.0,0.0,0.16666666666666666,2,Moderate Risk
27-2042.00,Musicians and Singers,4.0,0.13793103448275862,0.0,0.06896551724137931,0.10344827586206896,2,Moderate Risk
27-2091.00,"Disc Jockeys, Except Radio",2.0,0.2631578947368421,0.15789473684210525,0.05263157894736842,0.05263157894736842,3,High Risk
27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,4.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,2,Moderate Risk
27-3023.00,"News Analysts, Reporters, and Journalists",4.0,0.1,0.0,0.06666666666666667,0.3,1,Low Risk
27-3031.00,Public Relations Specialists,4.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0,Low Risk
27-3041.00,Editors,4.0,0.047619047619047616,0.0,0.0,0.23809523809523808,1,Low Risk
27-3042.00,Technical Writers,4.0,0.13333333333333333,0.0,0.2,0.26666666666666666,0,Low Risk
27-3043.00,Writers and Authors,4.0,0.0,0.0,0.0,0.25,1,Low Risk
27-3043.05,"Poets, Lyricists and Creative Writers",4.0,0.0,0.0,0.0625,0.1875,2,Moderate Risk
27-3091.00,Interpreters and Translators,4.0,0.23529411764705882,0.0,0.058823529411764705,0.17647058823529413,2,Moderate Risk
27-3092.00,Court Reporters and Simultaneous Captioners,3.0,0.5714285714285714,0.0,0.0,0.0,3,High Risk
27-3099.00,"Media and Communication Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
27-4011.00,Audio and Video Technicians,3.0,0.13793103448275862,0.13793103448275862,0.06896551724137931,0.27586206896551724,1,Low Risk
27-4012.00,Broadcast Technicians,3.0,0.37037037037037035,0.14814814814814814,0.037037037037037035,0.07407407407407407,2,Moderate Risk
27-4014.00,Sound Engineering Technicians,3.0,0.7142857142857143,0.07142857142857142,0.0,0.0,3,High Risk
27-4015.00,Lighting Technicians,3.0,0.0,0.375,0.0625,0.0625,2,Moderate Risk
27-4021.00,Photographers,3.0,0.03571428571428571,0.07142857142857142,0.0,0.10714285714285714,2,Moderate Risk
27-4031.00,"Camera Operators, Television, Video, and Film",3.0,0.047619047619047616,0.38095238095238093,0.047619047619047616,0.14285714285714285,2,Moderate Risk
27-4032.00,Film and Video Editors,4.0,0.13636363636363635,0.13636363636363635,0.0,0.13636363636363635,2,Moderate Risk
27-4099.00,"Media and Communication Equipment Workers, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
29-1011.00,Chiropractors,5.0,0.09090909090909091,0.0,0.18181818181818182,0.2727272727272727,0,Low Risk
29-1021.00,"Dentists, General",5.0,0.0,0.1,0.05,0.3,1,Low Risk
29-1022.00,Oral and Maxillofacial Surgeons,5.0,0.0,0.14285714285714285,0.0,0.21428571428571427,1,Low Risk
29-1023.00,Orthodontists,5.0,0.18181818181818182,0.0,0.09090909090909091,0.45454545454545453,1,Low Risk
29-1024.00,Prosthodontists,5.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,1,Low Risk
29-1029.00,"Dentists, All Other Specialists",,0.0,0.0,0.0,0.0,2,Moderate Risk
29-1031.00,Dietitians and Nutritionists,5.0,0.14285714285714285,0.0,0.42857142857142855,0.6428571428571429,0,Low Risk
29-1041.00,Optometrists,5.0,0.0,0.1,0.4,0.1,1,Low Risk
29-1051.00,Pharmacists,5.0,0.2,0.0,0.2,0.25,0,Low Risk
29-1071.00,Physician Assistants,5.0,0.08333333333333333,0.0,0.4166666666666667,0.16666666666666666,1,Low Risk
29-1071.01,Anesthesiologist Assistants,5.0,0.3125,0.0,0.4375,0.0625,1,Low Risk
29-1081.00,Podiatrists,5.0,0.09090909090909091,0.0,0.2727272727272727,0.0,1,Low Risk
29-1122.00,Occupational Therapists,5.0,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.4117647058823529,0,Low Risk
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",5.0,0.09523809523809523,0.0,0.38095238095238093,0.23809523809523808,0,Low Risk
29-1123.00,Physical Therapists,5.0,0.20833333333333334,0.041666666666666664,0.3333333333333333,0.2916666666666667,0,Low Risk
29-1124.00,Radiation Therapists,3.0,0.2727272727272727,0.045454545454545456,0.3181818181818182,0.18181818181818182,1,Low Risk
29-1125.00,Recreational Therapists,4.0,0.18181818181818182,0.0,0.2727272727272727,0.6363636363636364,0,Low Risk
29-1126.00,Respiratory Therapists,3.0,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.13636363636363635,1,Low Risk
29-1127.00,Speech-Language Pathologists,5.0,0.08695652173913043,0.0,0.2608695652173913,0.391304347826087,0,Low Risk
29-1128.00,Exercise Physiologists,4.0,0.04,0.0,0.16,0.24,0,Low Risk
29-1129.00,"Therapists, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
29-1129.01,Art Therapists,5.0,0.24,0.0,0.2,0.32,0,Low Risk
29-1129.02,Music Therapists,4.0,0.1,0.0,0.16666666666666666,0.43333333333333335,0,Low Risk
29-1131.00,Veterinarians,5.0,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.14285714285714285,1,Low Risk
29-1141.00,Registered Nurses,4.0,0.18518518518518517,0.0,0.25925925925925924,0.25925925925925924,0,Low Risk
29-1141.01,Acute Care Nurses,4.0,0.14814814814814814,0.037037037037037035,0.4074074074074074,0.37037037037037035,0,Low Risk
29-1141.02,Advanced Practice Psychiatric Nurses,5.0,0.16666666666666666,0.0,0.08333333333333333,0.375,1,Low Risk
29-1141.03,Critical Care Nurses,4.0,0.27586206896551724,0.0,0.3103448275862069,0.2413793103448276,0,Low Risk
29-1141.04,Clinical Nurse Specialists,5.0,0.16666666666666666,0.0,0.5333333333333333,0.5333333333333333,0,Low Risk
29-1151.00,Nurse Anesthetists,5.0,0.125,0.08333333333333333,0.20833333333333334,0.16666666666666666,1,Low Risk
29-1161.00,Nurse Midwives,5.0,0.2857142857142857,0.0,0.42857142857142855,0.3333333333333333,0,Low Risk
29-1171.00,Nurse Practitioners,5.0,0.1111111111111111,0.0,0.48148148148148145,0.2222222222222222,0,Low Risk
29-1181.00,Audiologists,5.0,0.13636363636363635,0.09090909090909091,0.36363636363636365,0.3181818181818182,0,Low Risk
29-1211.00,Anesthesiologists,5.0,0.16666666666666666,0.0,0.2222222222222222,0.1111111111111111,1,Low Risk
29-1212.00,Cardiologists,5.0,0.28,0.04,0.08,0.2,2,Moderate Risk
29-1213.00,Dermatologists,5.0,0.05555555555555555,0.0,0.05555555555555555,0.16666666666666666,2,Moderate Risk
29-1214.00,Emergency Medicine Physicians,5.0,0.17647058823529413,0.0,0.23529411764705882,0.29411764705882354,0,Low Risk
29-1215.00,Family Medicine Physicians,5.0,0.25,0.0,0.3333333333333333,0.25,0,Low Risk
29-1216.00,General Internal Medicine Physicians,5.0,0.15789473684210525,0.05263157894736842,0.15789473684210525,0.21052631578947367,0,Low Risk
29-1217.00,Neurologists,5.0,0.08333333333333333,0.0,0.20833333333333334,0.3333333333333333,0,Low Risk
29-1218.00,Obstetricians and Gynecologists,5.0,0.2,0.0,0.26666666666666666,0.26666666666666666,0,Low Risk
29-1221.00,"Pediatricians, General",5.0,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.4117647058823529,0,Low Risk
29-1222.00,"Physicians, Pathologists",5.0,0.0,0.0,0.05263157894736842,0.3157894736842105,1,Low Risk
29-1223.00,Psychiatrists,5.0,0.08333333333333333,0.0,0.3333333333333333,0.4166666666666667,0,Low Risk
29-1224.00,Radiologists,5.0,0.23333333333333334,0.0,0.1,0.26666666666666666,1,Low Risk
29-1229.00,"Physicians, All Other",,0.0,0.0,0.0,0.0,2,Moderate Risk
29-1229.01,Allergists and Immunologists,5.0,0.0625,0.0,0.125,0.25,0,Low Risk
29-1229.02,Hospitalists,5.0,0.0,0.0,0.35714285714285715,0.21428571428571427,0,Low Risk
29-1229.03,Urologists,5.0,0.07142857142857142,0.0,0.21428571428571427,0.07142857142857142,1,Low Risk
29-1229.04,Physical Medicine and Rehabilitation Physicians,5.0,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,2,Moderate Risk
29-1229.05,Preventive Medicine Physicians,5.0,0.13333333333333333,0.0,0.2,0.26666666666666666,0,Low Risk
29-1229.06,Sports Medicine Physicians,5.0,0.07407407407407407,0.0,0.18518518518518517,0.2962962962962963,0,Low Risk
29-1241.00,"Ophthalmologists, Except Pediatric",5.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.2777777777777778,0,Low Risk
